Taxpayer_ID,Business_Name,Tax_Year,Tax_Type,Industry,City,Reported_Revenue,Reported_Deductions,Taxable_Income,Tax_Paid,Expected_Tax,Estimated_Tax_Gap,Number_of_Employees,Filing_Status,Previously_Audited,Prior_Audit_Result,Industry_Avg_Revenue,Revenue_Ratio,Compliance_Flag
MA-011450,Central Healthcare Services,2023,Sales/Use,Retail,Quincy,552993.16,218102.97,334890.18,20930.64,27282.59,6351.95,8,On Time,No,N/A,600000,0.9217,Compliant
MA-011451,Harbor Healthcare Associates,2024,Income,Hospitality,Chelsea,275111.14,105784.0,169327.14,11098.41,17596.1,6497.7,2,Amended,Yes,Underpaid,350000,0.786,Underpaid
MA-011452,Beacon Professional Services Holdings,2025,Income,Restaurant,Worcester,363034.69,110157.5,252877.19,19531.3,21128.12,1596.82,6,Amended,No,N/A,450000,0.8067,Compliant
MA-011453,Federal Hospitality Co,2023,Meals,Manufacturing,Fall River,713586.53,191903.2,521683.33,36517.83,40437.35,3919.51,13,On Time,No,N/A,1500000,0.4757,Compliant
MA-011454,Southern Healthcare Holdings,2023,Rooms Occupancy,Manufacturing,Chelsea,581183.39,233952.09,347231.3,19965.8,56682.84,36717.04,10,On Time,No,N/A,1500000,0.3875,Suspicious
MA-011455,Eastern Professional Services Holdings,2025,Meals,Retail,Brockton,300545.18,63999.91,236545.27,16558.17,23420.05,6861.88,12,On Time,No,N/A,600000,0.5009,Underpaid
MA-011456,Eastern Auto Repair Corp,2022,Special Fuels,Professional Services,Boston,393700.31,77240.3,316460.01,75950.4,71488.53,0.0,6,On Time,No,N/A,500000,0.7874,Compliant
MA-011457,Coastal Healthcare Inc,2023,Meals,Professional Services,Boston,352112.41,72152.11,279960.3,19597.22,17338.96,0.0,8,Late,No,N/A,500000,0.7042,Compliant
MA-011458,Valley Restaurant Associates,2025,Income,Retail,Springfield,753469.61,308431.26,445038.35,29873.18,33594.67,3721.49,18,Late,Yes,Compliant,600000,1.2558,Compliant
MA-011459,Pioneer Healthcare Holdings,2023,Income,Construction,Fall River,773993.48,336635.59,437357.89,45507.93,55938.28,10430.36,12,On Time,No,N/A,800000,0.9675,Compliant
MA-011460,Summit Auto Repair Inc,2025,Income,Restaurant,Lowell,477933.23,166890.01,311043.22,20543.38,21004.94,461.56,12,On Time,No,N/A,450000,1.0621,Compliant
MA-011461,Bay State Construction LLC,2025,Sales/Use,Retail,Boston,436739.64,88345.43,348394.21,21774.64,20666.19,0.0,9,On Time,Yes,Compliant,600000,0.7279,Compliant
MA-011462,Liberty Retail Inc,2024,Income,Real Estate,Worcester,679550.56,120550.36,559000.2,56158.7,47865.93,0.0,7,On Time,No,N/A,700000,0.9708,Compliant
MA-011463,Northern Construction Services,2023,Corporate,Retail,Cambridge,595909.81,134727.03,461182.77,37089.14,40695.15,3606.01,8,On Time,Yes,Compliant,600000,0.9932,Compliant
MA-011464,Colonial Restaurant Ventures,2022,Sales/Use,Professional Services,Boston,201918.33,75834.33,126084.0,7880.25,22876.03,14995.78,7,On Time,No,N/A,500000,0.4038,Suspicious
MA-011465,Metro Hospitality Corp,2025,Sales/Use,Construction,Cambridge,1237221.39,246815.9,990405.49,61900.34,59842.72,0.0,20,On Time,No,N/A,800000,1.5465,Compliant
MA-011466,Valley Real Estate Inc,2023,Meals,Restaurant,Chelsea,324135.82,141888.23,182247.59,12757.33,28881.49,16124.16,4,On Time,No,N/A,450000,0.7203,Underpaid
MA-011467,Eastern Retail Partners,2024,Corporate,Healthcare,Cambridge,449348.03,159734.84,289613.19,32728.5,67775.82,35047.32,15,Late,No,N/A,1200000,0.3745,Suspicious
MA-011468,Valley Real Estate Associates,2024,Meals,Restaurant,Boston,0.0,0.0,0.0,0.0,28198.86,28198.86,14,Not Filed,No,N/A,450000,0.0,Non-Filer
MA-011469,Patriot Auto Repair Corp,2022,Income,Restaurant,Boston,281189.19,83200.22,197988.97,15140.12,17901.63,2761.51,3,On Time,No,N/A,450000,0.6249,Underpaid
MA-011470,Cape Restaurant Services,2022,Corporate,Construction,Lynn,0.0,0.0,0.0,0.0,16312.03,16312.03,1,Not Filed,No,N/A,800000,0.0,Non-Filer
MA-011471,Valley Real Estate Associates,2025,Corporate,Construction,Worcester,1133722.35,301226.71,832495.64,61878.66,58149.88,0.0,11,Amended,Yes,Underpaid,800000,1.4172,Compliant
MA-011472,Coastal Healthcare Solutions,2023,Corporate,Restaurant,Springfield,539853.35,125094.76,414758.6,33124.17,35443.19,2319.02,5,On Time,No,N/A,450000,1.1997,Compliant
MA-011473,Patriot Real Estate Ventures,2024,Sales/Use,Restaurant,Quincy,489688.26,80731.77,408956.48,25559.78,24176.52,0.0,1,On Time,No,N/A,450000,1.0882,Compliant
MA-011474,Eastern Hospitality Solutions,2023,Income,Restaurant,Worcester,453512.35,202372.83,251139.52,27558.24,36928.05,9369.82,1,On Time,No,N/A,450000,1.0078,Compliant
MA-011475,Pilgrim Construction Group,2024,Sales/Use,Healthcare,Chelsea,421047.66,118056.44,302991.22,18936.95,55579.38,36642.43,5,On Time,No,N/A,1200000,0.3509,Suspicious
MA-011476,Eastern Construction Services,2023,Rooms Occupancy,Retail,Quincy,662454.35,160052.78,502401.56,28888.09,39940.05,11051.96,14,Late,No,N/A,600000,1.1041,Underpaid
MA-011477,Colonial Hospitality Co,2024,Sales/Use,Healthcare,Boston,1397057.3,322569.02,1074488.28,67155.52,66561.51,0.0,24,On Time,Yes,Compliant,1200000,1.1642,Compliant
MA-011478,Valley Auto Repair Ventures,2023,Income,Hospitality,New Bedford,227353.15,83412.46,143940.69,14487.37,19162.45,4675.08,11,On Time,No,N/A,350000,0.6496,Compliant
MA-011479,Harbor Real Estate Partners,2024,Rooms Occupancy,Manufacturing,Lowell,1869359.17,781887.26,1087471.91,62529.63,83182.41,20652.77,23,On Time,Yes,Compliant,1500000,1.2462,Compliant
MA-011480,Harbor Auto Repair Holdings,2024,Income,Restaurant,Cambridge,601280.9,203887.84,397393.05,41688.85,50493.14,8804.29,2,Amended,No,N/A,450000,1.3362,Compliant
MA-011481,Cape Retail Partners,2023,Income,Healthcare,Brockton,864349.88,208581.46,655768.42,75428.47,82108.15,6679.68,7,On Time,No,N/A,1200000,0.7203,Compliant
MA-011482,Bay State Professional Services Partners,2024,Income,Healthcare,Brockton,1011521.76,291764.63,719757.13,79240.23,73683.87,0.0,7,On Time,No,N/A,1200000,0.8429,Compliant
MA-011483,Valley Professional Services LLC,2025,Sales/Use,Healthcare,Boston,1740951.54,743054.42,997897.12,62368.57,76871.01,14502.44,19,On Time,No,N/A,1200000,1.4508,Compliant
MA-011484,Coastal Construction Services,2024,Income,Retail,Worcester,642651.2,139356.78,503294.42,44261.11,45745.77,1484.65,5,On Time,No,N/A,600000,1.0711,Compliant
MA-011485,Summit Real Estate LLC,2023,Meals,Retail,Boston,229950.77,55879.93,174070.85,12184.96,13068.05,883.09,4,Late,No,N/A,600000,0.3833,Compliant
MA-011486,Bay State Retail Associates,2025,Corporate,Retail,Boston,221750.89,86549.12,135201.76,10510.2,11596.13,1085.93,2,On Time,No,N/A,600000,0.3696,Compliant
MA-011487,Summit Manufacturing Partners,2024,Special Fuels,Restaurant,Fall River,253572.54,67051.87,186520.68,44764.96,43085.49,0.0,12,Late,Yes,Underpaid,450000,0.5635,Compliant
MA-011488,Metro Auto Repair Partners,2025,Special Fuels,Professional Services,Lowell,696819.05,167675.16,529143.88,126994.53,108644.0,0.0,8,On Time,Yes,Compliant,500000,1.3936,Compliant
MA-011489,Harbor Restaurant Inc,2023,Rooms Occupancy,Manufacturing,Brockton,2085023.11,557228.75,1527794.36,87848.18,99752.61,11904.44,22,Late,No,N/A,1500000,1.39,Compliant
MA-011490,Eastern Professional Services Holdings,2023,Meals,Professional Services,Fall River,0.0,0.0,0.0,0.0,33614.08,33614.08,8,Not Filed,Yes,Underpaid,500000,0.0,Non-Filer
MA-011491,Southern Professional Services LLC,2022,Income,Construction,Somerville,871142.96,245916.65,625226.3,63388.21,73576.91,10188.7,17,On Time,No,N/A,800000,1.0889,Compliant
MA-011492,Colonial Construction Holdings,2025,Meals,Manufacturing,Worcester,1886767.51,708049.37,1178718.14,82510.27,102806.56,20296.3,24,On Time,No,N/A,1500000,1.2578,Compliant
MA-011493,Eastern Manufacturing LLC,2022,Corporate,Restaurant,Worcester,196335.93,63714.22,132621.71,13775.52,14393.46,617.95,1,Not Filed,No,N/A,450000,0.4363,Compliant
MA-011494,Bay State Construction LLC,2023,Rooms Occupancy,Restaurant,Worcester,412953.19,182385.58,230567.61,13257.64,18207.83,4950.19,5,On Time,No,N/A,450000,0.9177,Compliant
MA-011495,Harbor Hospitality Enterprise,2023,Income,Real Estate,Fall River,398752.33,104469.11,294283.22,23764.62,22730.01,0.0,17,On Time,No,N/A,700000,0.5696,Compliant
MA-011496,Beacon Hospitality LLC,2022,Corporate,Hospitality,Lowell,343828.8,78439.39,265389.4,15236.26,21154.6,5918.34,9,On Time,No,N/A,350000,0.9824,Underpaid
MA-011497,Cape Real Estate Holdings,2024,Income,Hospitality,Lynn,373725.36,73334.58,300390.78,29268.48,25307.28,0.0,3,On Time,No,N/A,350000,1.0678,Compliant
MA-011498,Commonwealth Manufacturing Ventures,2022,Income,Hospitality,Boston,233275.41,72346.39,160929.02,16074.04,15708.08,0.0,3,Late,No,N/A,350000,0.6665,Compliant
MA-011499,Valley Hospitality Associates,2023,Income,Restaurant,Boston,238628.13,42933.71,195694.42,10942.75,17874.12,6931.37,1,On Time,Yes,Underpaid,450000,0.5303,Suspicious
MA-011500,Pioneer Construction Associates,2025,Corporate,Construction,Boston,735737.66,308746.62,426991.05,34931.72,61872.61,26940.89,10,On Time,No,N/A,800000,0.9197,Underpaid
MA-011501,Summit Auto Repair Solutions,2023,Sales/Use,Retail,Boston,228740.58,76668.16,152072.42,9504.53,9708.38,203.85,1,On Time,No,N/A,600000,0.3812,Compliant
MA-011502,Summit Construction Holdings,2025,Meals,Retail,Quincy,516876.97,137666.63,379210.34,26544.72,28934.83,2390.11,15,On Time,No,N/A,600000,0.8615,Compliant
MA-011503,Colonial Restaurant Ventures,2024,Corporate,Construction,Boston,955061.06,235089.06,719972.0,76866.82,75546.56,0.0,5,On Time,No,N/A,800000,1.1938,Compliant
MA-011504,Summit Auto Repair Enterprise,2022,Income,Hospitality,Boston,427767.21,101949.03,325818.18,26390.39,22126.99,0.0,1,On Time,Yes,Compliant,350000,1.2222,Compliant
MA-011505,Atlantic Retail Partners,2024,Sales/Use,Construction,Cambridge,1087262.38,443662.22,643600.16,40225.01,51124.61,10899.6,11,On Time,No,N/A,800000,1.3591,Compliant
MA-011506,Summit Auto Repair Services,2024,Sales/Use,Construction,Worcester,753180.98,271594.98,481586.0,30099.12,39254.87,9155.74,16,Late,No,N/A,800000,0.9415,Compliant
MA-011507,Pilgrim Healthcare Associates,2024,Rooms Occupancy,Professional Services,Boston,279614.0,81717.08,197896.92,11379.07,10661.3,0.0,1,On Time,No,N/A,500000,0.5592,Compliant
MA-011508,Pioneer Professional Services Associates,2025,Corporate,Retail,Boston,488334.59,77319.52,411015.07,31163.98,25832.56,0.0,11,On Time,No,N/A,600000,0.8139,Compliant
MA-011509,Beacon Construction LLC,2025,Corporate,Healthcare,Boston,581352.39,203154.85,378197.54,34306.15,43166.1,8859.95,1,On Time,No,N/A,1200000,0.4845,Compliant
MA-011510,Valley Construction LLC,2023,Sales/Use,Professional Services,Brockton,350187.76,57018.84,293168.92,18323.06,20274.83,1951.77,7,Late,No,N/A,500000,0.7004,Underpaid
MA-011511,Colonial Retail Enterprise,2024,Sales/Use,Retail,Cambridge,518237.19,161427.22,356809.97,22300.62,35688.22,13387.6,8,On Time,Yes,Fraud,600000,0.8637,Underpaid
MA-011512,Colonial Hospitality Inc,2022,Meals,Hospitality,Boston,83667.51,33354.11,50313.4,3521.94,14595.66,11073.72,9,On Time,No,N/A,350000,0.2391,Suspicious
MA-011513,Colonial Retail Group,2024,Rooms Occupancy,Retail,Lowell,224178.97,67220.3,156958.67,9025.12,10004.63,979.51,1,On Time,No,N/A,600000,0.3736,Compliant
MA-011514,Harbor Professional Services Group,2024,Corporate,Restaurant,Chelsea,501956.82,188245.34,313711.47,34069.7,37173.99,3104.29,8,On Time,Yes,Compliant,450000,1.1155,Compliant
MA-011515,Harbor Real Estate LLC,2025,Rooms Occupancy,Healthcare,Cambridge,977518.25,242607.98,734910.27,42257.34,40243.9,0.0,12,On Time,No,N/A,1200000,0.8146,Compliant
MA-011516,Federal Real Estate Holdings,2024,Corporate,Construction,Lynn,54701.41,11777.95,42923.46,4124.74,4255.13,130.39,1,Late,Yes,Underpaid,800000,0.0684,Compliant
MA-011517,Valley Manufacturing Holdings,2022,Income,Manufacturing,Boston,1668579.16,376899.82,1291679.35,84200.79,73782.62,0.0,16,On Time,No,N/A,1500000,1.1124,Compliant
MA-011518,Beacon Professional Services Holdings,2022,Rooms Occupancy,Construction,Cambridge,789355.93,298459.76,490896.17,28226.53,34434.4,6207.87,12,On Time,No,N/A,800000,0.9867,Compliant
MA-011519,Eastern Healthcare Inc,2023,Corporate,Healthcare,Chelsea,1068247.68,178508.37,889739.31,98994.92,90541.8,0.0,14,On Time,Yes,Compliant,1200000,0.8902,Compliant
MA-011520,Patriot Retail Partners,2023,Income,Restaurant,Boston,306933.85,63401.98,243531.87,13819.28,13623.74,0.0,2,On Time,Yes,Underpaid,450000,0.6821,Compliant
MA-011521,Cape Real Estate Ventures,2022,Rooms Occupancy,Retail,Quincy,716117.41,281502.19,434615.23,24990.38,33870.66,8880.29,9,On Time,No,N/A,600000,1.1935,Compliant
MA-011522,Harbor Hospitality Enterprise,2025,Corporate,Manufacturing,Boston,1001672.44,408019.62,593652.82,37050.9,55645.12,18594.23,16,Late,No,N/A,1500000,0.6678,Underpaid
MA-011523,Harbor Auto Repair LLC,2023,Rooms Occupancy,Hospitality,Cambridge,446515.57,134712.61,311802.96,17928.67,18115.35,186.68,1,Late,No,N/A,350000,1.2758,Compliant
MA-011524,Metro Healthcare Ventures,2025,Meals,Real Estate,Lynn,983241.33,237365.11,745876.22,52211.34,48124.92,0.0,10,On Time,Yes,Compliant,700000,1.4046,Compliant
MA-011525,Atlantic Construction Associates,2023,Income,Restaurant,Cambridge,515907.78,156026.27,359881.51,42450.6,47283.29,4832.69,12,On Time,No,N/A,450000,1.1465,Compliant
MA-011526,Colonial Professional Services Holdings,2025,Income,Professional Services,New Bedford,210652.14,32848.14,177804.01,20747.37,22254.62,1507.25,1,Late,No,N/A,500000,0.4213,Underpaid
MA-011527,Summit Healthcare Solutions,2024,Sales/Use,Professional Services,Springfield,467521.98,143432.94,324089.04,20255.57,19007.31,0.0,1,On Time,No,N/A,500000,0.935,Compliant
MA-011528,Pilgrim Healthcare Holdings,2025,Income,Retail,Boston,434135.04,111009.63,323125.41,29578.72,63635.75,34057.03,7,On Time,No,N/A,600000,0.7236,Suspicious
MA-011529,Coastal Healthcare Inc,2025,Corporate,Retail,New Bedford,499459.99,184583.08,314876.91,31205.77,37531.67,6325.9,7,Late,No,N/A,600000,0.8324,Compliant
MA-011530,Eastern Healthcare Solutions,2024,Meals,Manufacturing,Cambridge,894270.37,216783.99,677486.38,47424.05,47102.59,0.0,9,Late,No,N/A,1500000,0.5962,Compliant
MA-011531,Summit Real Estate LLC,2024,Income,Real Estate,Worcester,799938.22,297138.84,502799.38,56344.51,64116.82,7772.31,8,On Time,No,N/A,700000,1.1428,Compliant
MA-011532,Federal Restaurant Services,2025,Income,Construction,Lowell,0.0,0.0,0.0,0.0,45217.48,45217.48,7,Not Filed,No,N/A,800000,0.0,Non-Filer
MA-011533,Federal Hospitality Services,2024,Sales/Use,Healthcare,Chelsea,585414.17,196314.01,389100.17,24318.76,27326.48,3007.72,9,On Time,No,N/A,1200000,0.4878,Compliant
MA-011534,Pioneer Auto Repair Group,2024,Meals,Restaurant,Cambridge,737411.36,225423.9,511987.46,35839.12,36147.86,308.74,9,On Time,No,N/A,450000,1.6387,Compliant
MA-011535,Commonwealth Professional Services Partners,2025,Corporate,Professional Services,Cambridge,527856.63,129225.18,398631.45,42041.05,46556.56,4515.51,10,Late,No,N/A,500000,1.0557,Compliant
MA-011536,Federal Professional Services Co,2023,Corporate,Manufacturing,Quincy,0.0,0.0,0.0,0.0,39216.81,39216.81,19,Not Filed,No,N/A,1500000,0.0,Non-Filer
MA-011537,Commonwealth Manufacturing Services,2023,Income,Retail,Chelsea,641752.04,244540.73,397211.31,19875.71,21617.72,1742.01,16,On Time,No,N/A,600000,1.0696,Compliant
MA-011538,Valley Manufacturing Holdings,2025,Income,Restaurant,Lowell,331100.55,108766.97,222333.58,18489.46,19323.18,833.73,13,On Time,No,N/A,450000,0.7358,Compliant
MA-011539,Patriot Healthcare LLC,2023,Special Fuels,Restaurant,Worcester,0.0,0.0,0.0,0.0,90643.64,90643.64,9,Not Filed,Yes,Underpaid,450000,0.0,Non-Filer
MA-011540,Summit Construction Holdings,2025,Meals,Professional Services,New Bedford,232534.54,79879.05,152655.49,10685.88,32125.2,21439.31,5,On Time,No,N/A,500000,0.4651,Suspicious
MA-011541,Valley Real Estate Inc,2023,Sales/Use,Retail,Worcester,688182.17,163964.16,524218.01,32763.63,39917.38,7153.76,11,Not Filed,Yes,Fraud,600000,1.147,Underpaid
MA-011542,Harbor Restaurant Inc,2025,Sales/Use,Auto Repair,Lynn,98489.07,18112.1,80376.97,5023.56,4518.91,0.0,1,On Time,No,N/A,300000,0.3283,Compliant
MA-011543,Northern Professional Services LLC,2024,Income,Hospitality,Boston,331023.11,142817.52,188205.59,14593.01,20203.89,5610.88,5,Not Filed,No,N/A,350000,0.9458,Compliant
MA-011544,Central Professional Services Solutions,2024,Corporate,Construction,Quincy,754972.69,289483.43,465489.26,27081.25,30429.12,3347.86,15,On Time,No,N/A,800000,0.9437,Compliant
MA-011545,Southern Retail Corp,2025,Corporate,Construction,Cambridge,65311.03,21728.75,43582.28,3191.31,12683.93,9492.62,3,On Time,No,N/A,800000,0.0816,Suspicious
MA-011546,Eastern Construction Services,2025,Income,Professional Services,Springfield,173475.25,61656.62,111818.62,8140.13,9187.88,1047.75,5,On Time,No,N/A,500000,0.347,Compliant
MA-011547,Valley Auto Repair Inc,2023,Meals,Retail,Boston,600310.21,264637.6,335672.61,23497.08,32237.23,8740.14,9,On Time,No,N/A,600000,1.0005,Compliant
MA-011548,Valley Professional Services LLC,2022,Meals,Retail,Boston,433991.14,188331.09,245660.05,17196.2,19854.24,2658.04,11,Late,Yes,Compliant,600000,0.7233,Compliant
MA-011549,Eastern Professional Services Partners,2025,Sales/Use,Construction,Lynn,790801.3,248053.29,542748.01,33921.75,55676.2,21754.45,16,On Time,No,N/A,800000,0.9885,Underpaid
MA-011550,Coastal Restaurant Co,2023,Sales/Use,Retail,Lowell,584503.08,148395.16,436107.91,27256.74,25383.66,0.0,10,On Time,No,N/A,600000,0.9742,Compliant
MA-011551,Coastal Real Estate Inc,2024,Corporate,Construction,Somerville,578289.45,95803.84,482485.61,52888.9,54172.63,1283.73,11,On Time,No,N/A,800000,0.7229,Compliant
MA-011552,Southern Professional Services LLC,2025,Corporate,Restaurant,Springfield,687422.64,132221.5,555201.14,44796.53,41878.22,0.0,14,Late,No,N/A,450000,1.5276,Compliant
MA-011553,Federal Professional Services Co,2025,Meals,Professional Services,Boston,379944.71,122084.91,257859.8,18050.19,20906.57,2856.39,6,On Time,No,N/A,500000,0.7599,Compliant
MA-011554,Colonial Auto Repair Partners,2025,Corporate,Auto Repair,Boston,164281.91,35375.15,128906.77,7195.6,6597.92,0.0,4,On Time,No,N/A,300000,0.5476,Compliant
MA-011555,Colonial Construction Holdings,2023,Rooms Occupancy,Retail,Lowell,690536.66,287875.99,402660.67,23152.99,27284.63,4131.64,1,Not Filed,No,N/A,600000,1.1509,Compliant
MA-011556,Liberty Real Estate Co,2023,Corporate,Retail,Boston,356024.03,126488.7,229535.33,16513.29,21835.16,5321.87,3,On Time,No,N/A,600000,0.5934,Compliant
MA-011557,Atlantic Auto Repair Holdings,2024,Income,Construction,Brockton,557342.48,91961.93,465380.55,39944.49,41260.38,1315.89,2,On Time,No,N/A,800000,0.6967,Underpaid
MA-011558,Atlantic Construction Inc,2025,Income,Professional Services,Boston,583828.05,251077.94,332750.11,30438.08,40175.38,9737.3,8,On Time,No,N/A,500000,1.1677,Compliant
MA-011559,Patriot Auto Repair Corp,2023,Meals,Real Estate,Boston,643359.55,249726.46,393633.09,27554.32,36370.85,8816.54,4,On Time,No,N/A,700000,0.9191,Compliant
MA-011560,Eastern Healthcare Holdings,2022,Sales/Use,Restaurant,Chelsea,613110.54,154556.15,458554.39,28659.65,30533.26,1873.61,15,On Time,Yes,Underpaid,450000,1.3625,Compliant
MA-011561,Cape Manufacturing Services,2022,Corporate,Hospitality,Lowell,296748.45,70374.73,226373.72,15874.3,14739.29,0.0,1,On Time,No,N/A,350000,0.8479,Compliant
MA-011562,Valley Retail Services,2025,Corporate,Professional Services,Cambridge,612591.84,160058.35,452533.49,47180.74,46130.19,0.0,5,On Time,No,N/A,500000,1.2252,Compliant
MA-011563,Patriot Retail Co,2022,Income,Healthcare,Fall River,1137502.38,369849.91,767652.47,77670.28,84301.3,6631.02,18,On Time,No,N/A,1200000,0.9479,Compliant
MA-011564,Northern Professional Services Services,2024,Meals,Hospitality,Brockton,125800.65,35923.13,89877.52,6291.43,7053.52,762.09,8,On Time,Yes,Compliant,350000,0.3594,Compliant
MA-011565,Liberty Hospitality Inc,2024,Special Fuels,Healthcare,Worcester,751987.19,224770.42,527216.77,126532.03,199177.62,72645.6,13,Late,No,N/A,1200000,0.6267,Underpaid
MA-011566,Harbor Real Estate LLC,2023,Income,Construction,Cambridge,760991.0,213324.97,547666.02,47946.15,47042.05,0.0,9,On Time,No,N/A,800000,0.9512,Compliant
MA-011567,Eastern Real Estate Associates,2022,Meals,Healthcare,Somerville,482719.87,191311.47,291408.4,20398.59,24954.51,4555.92,13,Not Filed,No,N/A,1200000,0.4023,Compliant
MA-011568,Pioneer Hospitality Associates,2023,Sales/Use,Auto Repair,Somerville,300191.2,58339.79,241851.42,15115.71,12882.13,0.0,6,On Time,No,N/A,300000,1.0006,Compliant
